GPA,Number_Of_Professional_Connections,Earnings,Major,Graduation_Year,Number_Of_Credits,Number_Of_Parking_Tickets
2.8,72,10280,Buisness,2012,121,2
2.5,12,10250,Buisness,2014,121,0
2.46,9,10246,Buisness,1960,121,0
2.07,45,10207,Buisness,1962,121,0
2.25,6,10225,Buisness,1964,122,0
2.29,6,10229,Buisness,1966,121,0
2.7,19,10270,Buisness,1968,122,0
2.69,46,10269,Buisness,1970,122,2
2.81,10,10281,Buisness,1972,128,0
2.63,64,10263,Buisness,1974,123,0
2.46,49,10246,Buisness,1976,122,0
2.92,26,10292,Buisness,1978,121,2
2.43,52,10243,Buisness,1980,123,2
1.52,17,10152,Buisness,1982,122,0
2.01,15,10201,Buisness,1984,120,2
2.63,5,10263,Buisness,1986,124,0
2.51,18,10251,Buisness,1988,123,2
2.68,8,10268,Buisness,1990,123,0
2.44,27,10244,Buisness,1992,121,3
2.36,15,10236,Buisness,1994,125,1
2.83,2,10283,Buisness,1996,121,1
2.28,7,10228,Buisness,1998,126,1
3.12,6,10312,Buisness,2000,121,0
2.73,2,10273,Buisness,2002,121,0
2.3,0,10230,Buisness,2004,120,1
1.71,5,10171,Buisness,2006,121,0
2.45,20,10245,Buisness,2008,122,1
3.01,37,10301,Buisness,2010,120,1
2.25,19,10225,Buisness,2012,123,1
3.18,78,10318,Buisness,2014,121,0
2.13,27,10213,Buisness,1960,122,0
1.99,42,10199,Buisness,1962,125,1
1.63,4,10163,Buisness,1964,122,1
2.37,12,10237,Buisness,1966,121,0
2.2,20,10220,Buisness,1968,120,2
2.69,8,10269,Buisness,1970,120,1
2.92,5,10292,Buisness,1972,121,0
1.97,1,10197,Buisness,1974,122,1
1.95,5,10195,Buisness,1976,124,3
2.01,5,10201,Buisness,1978,120,1
2.93,12,10293,Buisness,1980,121,0
3.5,10,10350,Buisness,1982,123,4
2.7,116,10270,Buisness,1984,121,1
2,22,10200,Buisness,1986,126,4
1.96,9,10196,Buisness,1988,121,2
2.64,4,10264,Buisness,1990,129,0
1.9,0,10190,Buisness,1992,121,2
1.65,9,10165,Buisness,1994,120,0
1.69,53,10169,Buisness,1996,121,0
2.64,26,10264,Buisness,1998,120,1
3.3,63,10330,Buisness,2000,125,3
2.55,24,10255,Buisness,2002,122,1
3.03,33,10303,Buisness,2004,122,0
2.65,11,10265,Buisness,2006,123,2
2.65,49,10265,Buisness,2008,121,0
2.22,7,10222,Buisness,2010,122,0
1.98,37,10198,Buisness,2012,121,1
2.72,5,10272,Buisness,2014,138,0
2.18,10,10218,Buisness,1960,121,1
2.85,33,10285,Buisness,1962,121,1
1.68,14,10168,Buisness,1964,121,2
2.34,62,10234,Buisness,1966,123,0
2.08,0,10208,Buisness,1968,120,1
2.85,19,10285,Buisness,1970,124,1
1.88,29,10188,Buisness,1972,122,2
2.09,14,10209,Buisness,1974,120,2
2.36,57,10236,Buisness,1976,121,0
2.41,7,10241,Buisness,1978,126,0
2.55,43,10255,Buisness,1980,120,0
2.45,16,10245,Buisness,1982,120,1
2.6,9,10260,Buisness,1984,121,1
2.83,13,10283,Buisness,1986,121,2
2.34,23,10234,Buisness,1988,121,1
2.2,15,10220,Buisness,1990,121,2
2.3,64,10230,Buisness,1992,122,3
2.58,11,10258,Buisness,1994,121,1
2.81,47,10281,Buisness,1996,120,0
2.71,15,10271,Buisness,1998,121,2
2.63,7,10263,Buisness,2000,121,2
2.75,25,10275,Buisness,2002,120,1
3.1,2,10310,Buisness,2004,121,4
2.75,1,10275,Buisness,2006,120,3
2.22,17,10222,Buisness,2008,122,1
1.64,14,10164,Buisness,2010,121,0
1.82,2,10182,Buisness,2012,121,3
2.52,6,10252,Buisness,2014,121,1
3.53,21,10353,Buisness,1960,120,0
2.32,1,10232,Buisness,1962,123,1
2.87,28,10287,Buisness,1964,121,1
2.82,11,10282,Buisness,1966,120,0
2.34,32,10234,Buisness,1968,121,2
2.1,22,10210,Buisness,1970,128,0
1.92,9,10192,Buisness,1972,121,1
2.45,25,10245,Buisness,1974,121,3
3.29,23,10329,Buisness,1976,122,1
2.96,17,10296,Buisness,1978,121,0
3.15,6,10315,Buisness,1980,120,1
3.28,40,10328,Buisness,1982,121,0
2.77,48,10277,Buisness,1984,128,3
1.82,77,10182,Buisness,1986,120,0
2.75,6,10275,Buisness,1988,120,2
2.35,16,10235,Buisness,1990,120,2
2.37,13,10237,Buisness,1992,121,2
2.7,2,10270,Buisness,1994,120,0
2.35,3,10235,Buisness,1996,123,0
2.14,102,10214,Buisness,1998,120,0
3.06,26,10306,Buisness,2000,122,0
2.49,15,10249,Buisness,2002,122,0
2.42,10,10242,Buisness,2004,122,1
1.84,4,10184,Buisness,2006,123,0
2.19,11,10219,Buisness,2008,121,0
2.2,0,10220,Buisness,2010,121,1
1.97,32,10197,Buisness,2012,122,0
2.84,13,10284,Buisness,2014,120,0
3,30,10300,Buisness,1960,127,0
3.09,21,10309,Buisness,1962,125,7
2.94,14,10294,Buisness,1964,122,1
2.57,1,10257,Buisness,1966,121,1
2.85,76,10285,Buisness,1968,126,1
2.36,3,10236,Buisness,1970,123,1
1.79,22,10179,Buisness,1972,122,2
3.24,4,10324,Buisness,1974,120,0
1.86,20,10186,Buisness,1976,130,1
2.51,21,10251,Buisness,1978,120,0
2.89,12,10289,Buisness,1980,123,2
2.65,20,10265,Buisness,1982,121,1
3.01,57,10301,Buisness,1984,122,2
2.35,37,10235,Buisness,1986,123,2
2.92,32,10292,Buisness,1988,123,1
2.26,34,10226,Buisness,1990,122,0
2.21,8,10221,Buisness,1992,120,1
2.09,44,10209,Buisness,1994,121,1
2.57,3,10257,Buisness,1996,122,0
2.23,16,10223,Buisness,1998,121,0
2.48,11,10248,Buisness,2000,121,0
3.06,18,10306,Buisness,2002,120,3
2.57,10,10257,Buisness,2004,120,1
2.97,57,10297,Buisness,2006,124,0
3.02,8,10302,Buisness,2008,121,0
2.16,17,10216,Buisness,2010,124,0
2.77,43,10277,Buisness,2012,120,1
2.43,4,10243,Buisness,2014,124,0
2.23,36,10223,Buisness,1960,123,2
1.82,20,10182,Buisness,1962,126,1
2.68,23,10268,Buisness,1964,121,1
2.1,1,10210,Buisness,1966,122,1
2.54,5,10254,Buisness,1968,123,0
1.55,27,10155,Buisness,1970,121,3
3.16,1,10316,Buisness,1972,125,0
2.78,10,10278,Buisness,1974,121,2
2.56,33,10256,Buisness,1976,124,0
2.25,62,10225,Buisness,1978,125,0
1.99,42,10199,Buisness,1980,122,1
2.76,37,10276,Buisness,1982,123,0
2.49,32,10249,Buisness,1984,121,1
2.46,6,10246,Buisness,1986,121,2
2.86,1,10286,Buisness,1988,121,0
2.63,56,10263,Buisness,1990,122,1
2.51,20,10251,Buisness,1992,122,1
2.38,0,10238,Buisness,1994,121,0
3.58,4,10358,Buisness,1996,120,1
2.82,37,10282,Buisness,1998,121,0
2.89,8,10289,Buisness,2000,123,0
2.44,2,10244,Buisness,2002,123,1
2.1,115,10210,Buisness,2004,127,0
2.26,13,10226,Buisness,2006,121,2
2.14,18,10214,Buisness,2008,122,1
2.86,55,10286,Buisness,2010,126,0
3.55,1,10355,Buisness,2012,120,1
2.49,2,10249,Buisness,2014,125,1
3.54,36,10354,Buisness,1960,120,2
2.92,4,10292,Buisness,1962,123,0
1.49,8,10149,Buisness,1964,123,0
2.56,13,10256,Buisness,1966,120,0
2.05,15,10205,Buisness,1968,123,1
2.5,7,10250,Buisness,1970,121,4
2.19,41,10219,Buisness,1972,122,0
2.21,62,10221,Buisness,1974,123,1
2.04,12,10204,Buisness,1976,120,1
2.97,33,10297,Buisness,1978,121,1
3.19,7,10319,Buisness,1980,121,3
2.16,1,10216,Buisness,1982,121,1
1.56,6,10156,Buisness,1984,121,1
2.98,20,10298,Buisness,1986,121,1
3.01,6,10301,Buisness,1988,120,0
2.24,22,10224,Buisness,1990,121,1
1.89,22,10189,Buisness,1992,120,2
3.16,25,10316,Buisness,1994,122,1
2.13,8,10213,Buisness,1996,122,1
2.88,29,10288,Buisness,1998,123,0
3.14,6,10314,Buisness,2000,120,1
2.06,31,10206,Buisness,2002,123,0
2.36,71,10236,Buisness,2004,121,1
2.04,86,10204,Buisness,2006,121,3
1.83,7,10183,Buisness,2008,120,0
2.55,13,10255,Buisness,2010,121,0
1.99,2,10199,Buisness,2012,120,6
2.64,78,10264,Buisness,2014,129,1
2.1,65,10210,Buisness,1960,125,0
2.55,9,10255,Buisness,1962,122,0
3.13,1,10313,Buisness,1964,123,1
2.14,4,10214,Buisness,1966,123,0
2.65,86,10265,Buisness,1968,120,1
2.29,1,10229,Buisness,1970,121,1
2.52,6,10252,Buisness,1972,121,0
2.25,17,10225,Buisness,1974,124,0
2.33,91,10233,Buisness,1976,122,1
1.82,32,10182,Buisness,1978,123,3
3.18,4,10318,Buisness,1980,122,1
2.34,22,10234,Buisness,1982,121,2
3.03,20,10303,Buisness,1984,122,1
1.76,3,10176,Buisness,1986,122,1
1.89,12,10189,Buisness,1988,120,4
3.17,12,10317,Buisness,1990,120,0
2.36,27,10236,Buisness,1992,121,0
2.49,14,10249,Buisness,1994,124,1
2.52,10,10252,Buisness,1996,121,1
3.07,26,10307,Buisness,1998,122,2
2.69,14,10269,Buisness,2000,125,1
2.4,8,10240,Buisness,2002,121,1
2.44,24,10244,Buisness,2004,123,1
2.11,36,10211,Buisness,2006,121,1
2.91,2,10291,Buisness,2008,124,0
2.61,20,10261,Buisness,2010,123,3
1.97,12,10197,Buisness,2012,121,0
2.77,6,10277,Buisness,2014,121,2
2.42,4,10242,Buisness,1960,121,1
2.75,19,10275,Buisness,1962,122,0
2.56,26,10256,Buisness,1964,124,2
2.48,1,10248,Buisness,1966,124,0
2.23,38,10223,Buisness,1968,121,0
2.45,26,10245,Buisness,1970,124,0
2.43,9,10243,Buisness,1972,123,3
2.47,4,10247,Buisness,1974,120,1
3.04,60,10304,Buisness,1976,121,1
2.73,7,10273,Buisness,1978,123,3
2.66,23,10266,Buisness,1980,120,0
1.96,60,10196,Buisness,1982,122,0
1.71,0,10171,Buisness,1984,120,0
2.64,14,10264,Buisness,1986,123,2
3.09,7,10309,Buisness,1988,122,0
2.85,11,10285,Buisness,1990,121,1
2.34,73,10234,Buisness,1992,120,0
2.42,4,10242,Buisness,1994,123,0
3.18,35,10318,Buisness,1996,122,0
1.98,13,10198,Buisness,1998,122,1
3.12,31,10312,Buisness,2000,120,1
2.4,62,10240,Buisness,2002,121,0
2.14,9,10214,Buisness,2004,122,5
2.77,0,10277,Buisness,2006,121,1
2.16,5,9784,Buisness,1961,121,2
1.94,5,9806,Buisness,1963,122,0
1.9,90,9810,Buisness,1965,121,4
2.4,34,9760,Buisness,1967,121,1
1.94,79,9806,Buisness,1969,120,0
2.28,7,9772,Buisness,1971,123,1
1.69,8,9831,Buisness,1973,122,0
2.98,69,9702,Buisness,1975,123,3
2.64,32,9736,Buisness,1977,123,1
1.63,7,9837,Buisness,1979,120,0
2.07,4,9793,Buisness,1981,124,2
2.92,11,9708,Buisness,1983,121,2
3.09,4,9691,Buisness,1985,125,1
2.3,1,9770,Buisness,1987,120,1
2.92,8,9708,Buisness,1989,122,0
2.03,7,9797,Buisness,1991,123,0
2.86,2,9714,Buisness,1993,120,0
2.5,10,9750,Buisness,1995,121,1
2.88,12,9712,Buisness,1997,122,0
2.97,18,9703,Buisness,1999,121,0
2.54,22,9746,Buisness,2001,120,1
1.59,35,9841,Buisness,2003,120,1
2.77,4,9723,Buisness,2005,122,0
2.5,36,9750,Buisness,2007,120,1
1.83,7,9817,Buisness,2009,122,1
2.27,16,9773,Buisness,2011,122,0
2.28,8,9772,Buisness,2013,122,0
2.6,1,9740,Buisness,2015,122,1
2.03,3,9797,Buisness,1961,123,0
2.69,2,9731,Buisness,1963,121,0
2.27,4,9773,Buisness,1965,123,0
3.31,3,9669,Buisness,1967,124,0
2.15,21,9785,Buisness,1969,121,1
2.45,4,9755,Buisness,1971,121,1
2.6,15,9740,Buisness,1973,121,5
3.05,3,9695,Buisness,1975,124,0
2.56,64,9744,Buisness,1977,120,4
2.71,2,9729,Buisness,1979,122,1
1.84,27,9816,Buisness,1981,120,1
2.66,10,9734,Buisness,1983,121,0
2.57,24,9743,Buisness,1985,120,1
2.63,13,9737,Buisness,1987,123,0
3.49,57,9651,Buisness,1989,121,1
2.14,0,9786,Buisness,1991,122,0
1.84,2,9816,Buisness,1993,122,1
1.93,1,9807,Buisness,1995,120,0
2.21,16,9779,Buisness,1997,121,1
1.98,18,9802,Buisness,1999,121,0
1.47,16,9853,Buisness,2001,121,0
2.47,13,9753,Buisness,2003,122,0
2.38,12,9762,Buisness,2005,122,1
1.77,16,9823,Buisness,2007,121,1
2.99,42,9701,Buisness,2009,121,0
2.88,4,9712,Buisness,2011,122,1
2.26,19,9774,Buisness,2013,132,0
2.77,3,9723,Buisness,2015,121,1
2.03,1,9797,Buisness,1961,125,1
1.9,16,9810,Buisness,1963,121,0
3.23,50,9677,Buisness,1965,120,0
2.8,10,9720,Buisness,1967,122,1
2.41,1,9759,Buisness,1969,120,0
3.33,47,9667,Buisness,1971,121,2
2.25,4,9775,Buisness,1973,121,0
2.25,3,9775,Buisness,1975,120,1
3.05,33,9695,Buisness,1977,124,1
2.5,23,9750,Buisness,1979,120,0
2.96,20,9704,Buisness,1981,121,2
1.64,20,9836,Buisness,1983,122,0
2.19,30,9781,Buisness,1985,121,1
3.54,14,9646,Buisness,1987,121,0
1.96,6,9804,Buisness,1989,122,1
2.18,30,9782,Buisness,1991,121,1
1.56,29,9844,Buisness,1993,121,2
2.35,6,9765,Buisness,1995,122,0
2.8,84,9720,Buisness,1997,124,1
2.47,8,9753,Buisness,1999,122,1
2.57,36,9743,Buisness,2001,121,1
2.76,31,9724,Buisness,2003,122,0
2.33,3,9767,Buisness,2005,122,0
2.8,40,9720,Buisness,2007,121,1
1.82,25,9818,Buisness,2009,122,0
2.91,4,9709,Buisness,2011,121,1
2.22,5,9778,Buisness,2013,121,1
2.49,62,9751,Buisness,2015,127,2
2.06,21,9794,Buisness,1961,121,0
2.53,74,9747,Buisness,1963,122,2
2.57,1,9743,Buisness,1965,124,0
2.66,8,9734,Buisness,1967,121,0
2.67,13,9733,Buisness,1969,126,0
2.82,16,9718,Buisness,1971,121,2
2.62,7,9738,Buisness,1973,121,0
2.16,31,9784,Buisness,1975,121,1
2.3,38,9770,Buisness,1977,120,1
2.06,14,9794,Buisness,1979,125,1
1.88,35,9812,Buisness,1981,120,1
2.94,22,9706,Buisness,1983,124,0
2.66,24,9734,Buisness,1985,121,0
2.7,17,9730,Buisness,1987,121,2
2.37,10,9763,Buisness,1989,124,1
2.74,35,9726,Buisness,1991,123,1
2.65,33,9735,Buisness,1993,120,3
3.14,41,9686,Buisness,1995,121,1
2.15,20,9785,Buisness,1997,121,1
1.55,7,9845,Buisness,1999,120,0
2.76,55,9724,Buisness,2001,123,2
2.26,18,9774,Buisness,2003,123,1
2.54,1,9746,Buisness,2005,128,0
2.26,15,9774,Buisness,2007,123,2
3.13,8,9687,Buisness,2009,121,0
1.2,64,9880,Buisness,2011,129,2
3.08,10,9692,Buisness,2013,123,1
2.33,27,9767,Buisness,2015,121,0
2.81,21,9719,Buisness,1961,120,1
2.75,26,9725,Buisness,1963,124,0
2.52,3,9748,Buisness,1965,121,1
2.44,22,9756,Buisness,1967,121,0
2.9,33,9710,Buisness,1969,122,1
1.96,9,9804,Buisness,1971,121,0
2.08,23,9792,Buisness,1973,121,0
2.87,13,9713,Buisness,1975,121,0
2.43,1,9757,Buisness,1977,120,1
2.5,6,9750,Buisness,1979,120,2
2.89,3,9711,Buisness,1981,121,1
1.65,40,9835,Buisness,1983,122,1
2.35,12,9765,Buisness,1985,124,2
2.58,26,9742,Buisness,1987,129,1
2.7,1,9730,Buisness,1989,122,1
2.75,6,9725,Buisness,1991,123,1
2.15,1,9785,Buisness,1993,123,0
2.37,2,9763,Buisness,1995,125,0
2.9,19,9710,Buisness,1997,122,2
3.23,15,9677,Buisness,1999,120,3
2.13,1,9787,Buisness,2001,120,0
1.63,8,9837,Buisness,2003,123,2
1.36,25,9864,Buisness,2005,121,1
2.56,8,9744,Buisness,2007,121,0
2.47,1,9753,Buisness,2009,125,1
2.56,49,9744,Buisness,2011,120,0
2.4,12,9760,Buisness,2013,122,1
3.05,2,9695,Buisness,2015,122,1
2.59,28,9741,Buisness,1961,121,0
2.66,6,9734,Buisness,1963,122,2
2.75,25,9725,Buisness,1965,123,0
2.69,4,9731,Buisness,1967,121,1
2.59,49,9741,Buisness,1969,123,0
3.05,5,9695,Buisness,1971,121,0
2.15,14,9785,Buisness,1973,121,0
2.09,10,9791,Buisness,1975,120,0
2.04,76,9796,Buisness,1977,120,1
2.53,21,9747,Buisness,1979,124,1
2.54,30,9746,Buisness,1981,122,3
2.1,7,9790,Buisness,1983,121,0
2.28,15,9772,Buisness,1985,126,1
2.15,1,9785,Buisness,1987,121,2
1.85,56,9815,Buisness,1989,121,0
1.93,6,9807,Buisness,1991,120,3
3.06,32,9694,Buisness,1993,121,2
2.42,16,9758,Buisness,1995,122,0
2.41,3,9759,Buisness,1997,121,0
3,34,9700,Buisness,1999,121,2
2.99,29,9701,Buisness,2001,121,1
2,97,9800,Buisness,2003,122,1
2.91,25,9709,Buisness,2005,126,2
2.44,2,9756,Buisness,2007,123,0
3.09,51,9691,Buisness,2009,121,0
2.15,54,9785,Buisness,2011,122,1
2.29,8,9771,Buisness,2013,127,1
2.38,70,9762,Buisness,2015,122,1
2.03,12,9797,Buisness,1961,121,1
1.87,5,9813,Buisness,1963,121,3
2.47,11,9753,Buisness,1965,120,0
2.68,45,9732,Buisness,1967,122,1
1.87,6,9813,Buisness,1969,121,0
2.55,21,9745,Buisness,1971,121,0
2.59,21,9741,Buisness,1973,121,0
2.76,29,9724,Buisness,1975,120,1
2.02,3,9798,Buisness,1977,121,0
2.24,10,9776,Buisness,1979,121,4
1.91,17,9809,Buisness,1981,125,0
2.24,6,9776,Buisness,1983,123,0
2.87,2,9713,Buisness,1985,121,1
3.02,17,9698,Buisness,1987,120,1
2.63,55,9737,Buisness,1989,122,0
2.53,13,9747,Buisness,1991,121,1
1.73,7,9827,Buisness,1993,121,1
3,29,9700,Buisness,1995,127,1
2.8,4,9720,Buisness,1997,121,1
2.84,50,9716,Buisness,1999,121,1
2.2,6,9780,Buisness,2001,122,1
2.68,9,9732,Buisness,2003,123,0
2.48,4,9752,Buisness,2005,121,0
2.46,33,9754,Buisness,2007,121,1
1.99,48,9801,Buisness,2009,121,0
2.65,8,9735,Buisness,2011,122,2
1.84,7,9816,Buisness,2013,120,2
2.02,11,9798,Buisness,2015,123,0
2.09,24,9791,Buisness,1961,127,1
2.88,5,9712,Buisness,1963,121,1
2.01,1,9799,Buisness,1965,124,1
1.89,5,9811,Buisness,1967,121,1
2.05,30,9795,Buisness,1969,122,1
1.53,23,9847,Buisness,1971,120,1
2.69,4,9731,Buisness,1973,121,3
2.58,3,9742,Buisness,1975,124,2
2.38,21,9762,Buisness,1977,121,1
2.78,9,9722,Buisness,1979,122,2
3.2,11,9680,Buisness,1981,120,0
2.89,4,9711,Buisness,1983,122,2
2.21,41,9779,Buisness,1985,122,1
2.58,8,9742,Buisness,1987,127,1
2.13,7,9787,Buisness,1989,134,0
1.98,11,9802,Buisness,1991,125,1
2.66,8,9734,Buisness,1993,121,1
2.54,48,9746,Buisness,1995,126,1
1.68,4,9832,Buisness,1997,120,1
2.24,11,9776,Buisness,1999,125,0
2.51,3,9749,Buisness,2001,121,1
3.25,53,9675,Buisness,2003,123,1
2.39,3,9761,Buisness,2005,121,1
3.05,6,9695,Buisness,2007,122,2
2.72,7,9728,Buisness,2009,124,1
3.35,32,9665,Buisness,2011,120,1
2.02,24,9798,Buisness,2013,136,0
2.68,18,9732,Buisness,2015,121,4
3.01,17,9699,Buisness,1961,127,1
2.25,24,9775,Buisness,1963,122,1
2.1,26,9790,Buisness,1965,120,1
2.74,14,9726,Buisness,1967,120,3
2.6,2,9740,Buisness,1969,122,1
2.58,38,9742,Buisness,1971,123,0
2.65,7,9735,Buisness,1973,120,1
3,9,9700,Buisness,1975,121,0
2.74,34,9726,Buisness,1977,120,0
2.2,26,9780,Buisness,1979,126,1
2.58,21,9742,Buisness,1981,121,1
2.51,6,9749,Buisness,1983,121,1
3.23,10,9677,Buisness,1985,122,1
1.87,34,9813,Buisness,1987,121,3
2.19,67,9781,Buisness,1989,121,0
2.22,45,9778,Buisness,1991,122,0
3.18,7,9682,Buisness,1993,123,0
3.24,4,9676,Buisness,1995,121,0
2.74,18,9726,Buisness,1997,120,4
2.09,9,9791,Buisness,1999,121,2
2.86,11,9714,Buisness,2001,120,1
2.43,0,9757,Buisness,2003,122,1
2.33,49,9767,Buisness,2005,120,1
2.34,20,9766,Buisness,2007,121,4
2.8,5,9720,Buisness,2009,123,1
2.19,6,9781,Buisness,2011,120,0
2.52,38,9748,Buisness,2013,123,0
1.93,3,9807,Buisness,2015,122,0
1.92,35,9808,Buisness,1961,120,1
2.07,31,9793,Buisness,1963,121,1
3.16,11,9684,Buisness,1965,122,0
2.55,42,9745,Buisness,1967,120,0
2.82,11,9718,Buisness,1969,122,1
2.6,22,9740,Buisness,1971,123,2
2.99,4,9701,Buisness,1973,124,0
2.35,21,9765,Buisness,1975,122,0
1.83,1,9817,Buisness,1977,124,1
2.36,61,9764,Buisness,1979,124,0
1.92,40,9808,Buisness,1981,121,1
2.75,3,9725,Buisness,1983,123,0
2.67,11,9733,Buisness,1985,127,0
2.68,10,9732,Buisness,1987,126,0
1.83,21,9817,Buisness,1989,122,0
3.07,13,9693,Buisness,1991,120,0
2.53,25,9747,Buisness,1993,121,0
2.19,0,9781,Buisness,1995,121,0
1.46,19,9854,Buisness,1997,120,2
1.96,12,9804,Buisness,1999,125,0
2.55,6,9745,Buisness,2001,120,3
2.78,12,9722,Buisness,2003,120,3
3.51,10,9649,Buisness,2005,122,0
1.94,14,9806,Buisness,2007,124,0
2.79,54,9721,Buisness,2009,122,0
2.55,5,9745,Buisness,2011,123,0
1.88,12,9812,Buisness,2013,120,0
2.99,1,9701,Buisness,2015,121,4
2.41,3,9759,Buisness,1961,121,1
2.93,37,9707,Buisness,1963,124,0
2.35,2,9765,Buisness,1965,121,0
2.65,14,9735,Buisness,1967,123,0
2.5,14,9750,Buisness,1969,127,1
2.41,29,9759,Buisness,1971,129,3
1.9,21,9810,Buisness,1973,121,3
2.85,22,9715,Buisness,1975,120,1
2.18,2,9782,Buisness,1977,121,0
2.78,11,9722,Buisness,1979,121,0
2.12,24,9788,Buisness,1981,122,0
2.93,8,9707,Buisness,1983,121,0
2.29,2,9771,Buisness,1985,121,1
3.12,20,9688,Buisness,1987,121,0
2.54,8,9746,Buisness,1989,121,2
3.09,7,9691,Buisness,1991,122,1
2.01,12,9799,Buisness,1993,121,0
2.51,14,9749,Buisness,1995,124,1
2.12,4,9788,Buisness,1997,120,1
2.26,6,9774,Buisness,1999,122,1
2.6,6,9740,Buisness,2001,121,1
2.27,6,9773,Buisness,2003,122,0
3.01,20,9699,Buisness,2005,121,0
2.56,2,9744,Buisness,2007,121,0
2.14,5,9786,Buisness,2009,132,0
2.4,0,9760,Buisness,2011,122,0
2.88,11,9712,Buisness,2013,126,3
2.74,8,9726,Buisness,2015,121,1
2.55,0,9745,Buisness,1961,120,1
2.21,18,9779,Buisness,1963,124,1
2.91,18,9709,Buisness,1965,122,4
1.66,9,9834,Buisness,1967,122,0
2.03,22,9797,Buisness,1969,120,1
2.55,3,9745,Buisness,1971,122,1
2.31,22,9769,Buisness,1973,121,1
2.72,9,9728,Buisness,1975,122,0
2.9,0,9710,Buisness,1977,120,0
3.47,14,9653,Buisness,1979,120,0
2.71,7,9729,Buisness,1981,121,1
2.98,7,9702,Buisness,1983,121,0
2.63,7,9737,Buisness,1985,122,2
2.88,15,9712,Buisness,1987,120,2
2.15,13,9785,Buisness,1989,123,4
2.55,7,9745,Buisness,1991,121,0
3.13,123,9687,Buisness,1993,120,0
2.18,12,9782,Buisness,1995,123,0
3.13,42,9687,Buisness,1997,125,1
3.07,50,9693,Buisness,1999,126,2
2.63,11,9737,Buisness,2001,121,1
3.12,3,9688,Buisness,2003,120,0
2.1,2,9790,Buisness,2005,123,3
2.63,90,9737,Buisness,2007,123,1
2.93,13,9707,Buisness,2009,123,0
2.18,8,9782,Buisness,2011,121,1
2.44,20,9756,Buisness,2013,120,0
3.09,2,9691,Buisness,2015,121,0
1.83,3,9817,Buisness,1961,121,0
2.51,74,9749,Buisness,1963,121,0
2.75,29,9725,Buisness,1965,127,0
2.45,0,9755,Buisness,1967,120,1
